age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income>50K
48,Self-emp-inc,181307,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1
19,Local-gov,176831,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,35,United-States,0
20,Private,254547,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,Outlying-US(Guam-USVI-etc),0
35,Private,194496,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,0
50,Self-emp-not-inc,57758,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
49,Private,236586,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
31,Self-emp-inc,113752,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
38,Private,204527,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
40,Federal-gov,241895,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
24,Private,130741,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
22,Private,254293,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
55,Private,81865,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
23,Private,306309,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
32,State-gov,190577,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
75,Private,148214,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,0
26,Private,113587,10th,6,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,35,United-States,0
35,Private,186110,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
27,Private,216858,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,52,United-States,0
60,Private,103344,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,1
28,Private,161538,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,35,United-States,0
49,Private,44434,Some-college,10,Divorced,Tech-support,Other-relative,White,Male,0,0,35,United-States,0
58,Private,202652,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,0
28,Private,76714,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,1
33,Private,104509,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
39,Self-emp-not-inc,251323,9th,5,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,40,Cuba,0
19,Federal-gov,30559,HS-grad,9,Married-AF-spouse,Sales,Wife,White,Female,0,0,40,United-States,0
40,Local-gov,104235,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,30,United-States,0
21,?,163911,Some-college,10,Never-married,?,Own-child,White,Female,0,0,3,United-States,0
43,Private,216411,1st-4th,2,Never-married,Adm-clerical,Unmarried,White,Female,0,0,30,Dominican-Republic,0
19,Private,277695,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Hong,0
52,Private,94873,HS-grad,9,Widowed,Other-service,Unmarried,White,Male,0,0,19,United-States,0
28,Private,156819,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,36,United-States,0
61,Private,215766,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
32,Private,207113,10th,6,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
30,Private,79712,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,United-States,0
30,Private,246439,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
53,Private,283320,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
22,?,57827,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
31,Self-emp-not-inc,389765,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
24,Private,121023,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
67,Self-emp-not-inc,94809,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,2346,0,33,United-States,0
59,Private,174040,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,0
41,Local-gov,39581,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,4101,0,40,United-States,0
44,Self-emp-not-inc,218653,Bachelors,13,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
50,Local-gov,125417,Prof-school,15,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,52,United-States,1
37,Private,318168,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,1055,0,20,United-States,0
29,Private,104256,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,34,United-States,0
49,State-gov,155372,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
26,Private,269060,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
21,?,231286,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,25,Jamaica,0
35,Private,56201,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,0
53,State-gov,101238,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
21,?,213055,Some-college,10,Never-married,?,Unmarried,Other,Female,0,0,40,United-States,0
56,Private,340171,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
44,Private,320277,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
40,Private,236021,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
53,Private,215572,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
37,State-gov,34996,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,0
44,Private,67065,Assoc-voc,11,Never-married,Priv-house-serv,Not-in-family,White,Male,594,0,25,United-States,0
32,Private,251243,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1
36,Private,160035,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3908,0,55,United-States,0
54,Private,197189,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
34,Federal-gov,23940,Some-college,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
30,Private,140011,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,53,United-States,0
46,Private,375606,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
27,State-gov,31935,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,80,United-States,0
44,Private,203943,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,35,United-States,1
51,Private,91137,9th,5,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
32,Private,194901,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
22,?,120572,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
44,Private,174491,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,30,United-States,0
54,Self-emp-not-inc,36327,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
20,?,326624,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
51,Private,277471,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
47,Private,348986,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,28,Taiwan,0
49,Private,182541,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1485,40,United-States,1
42,Private,53956,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
28,Private,199600,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
48,Private,196571,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
51,Private,237735,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3103,0,40,United-States,1
59,Private,116637,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23,Private,133355,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,0
36,Private,191335,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,0
17,Private,23856,11th,7,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,0
33,Private,129529,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
21,Private,177265,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
49,Private,219751,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
39,Private,114678,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,5455,0,40,United-States,0
61,State-gov,349434,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,0
44,Self-emp-not-inc,315406,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,88,United-States,0
21,?,152328,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
58,Private,104613,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
23,Private,123490,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,0
48,Private,284916,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,?,0
47,Private,59380,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,42,United-States,0
22,Private,163519,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,0
29,Local-gov,190525,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,60,Germany,1
23,Private,96585,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,0
34,Private,34572,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,0
20,Private,110597,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,0
33,Private,229732,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,1
38,Private,194809,Some-college,10,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
38,Self-emp-not-inc,423616,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,24,United-States,1
37,Private,125167,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
34,Private,195136,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,40,United-States,1
21,Private,186849,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
37,Private,241998,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,1
47,Self-emp-inc,332355,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
45,Private,355781,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,Japan,1
45,Private,200471,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2415,40,United-States,1
79,?,100881,Assoc-acdm,12,Married-civ-spouse,?,Wife,White,Female,0,0,2,United-States,1
24,Private,229826,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,0
18,Private,337046,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
56,Local-gov,238582,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,1
39,Private,215150,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,0
25,Private,262885,11th,7,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States,0
52,State-gov,108836,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,1
35,Private,305379,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,1
51,Private,274502,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,48,United-States,0
59,State-gov,268700,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
52,Self-emp-not-inc,95082,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
44,Private,262233,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,47,United-States,0
52,?,73117,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,38,United-States,0
22,Private,322674,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
19,Private,194260,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
43,Self-emp-not-inc,247752,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
29,Private,47429,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
31,Private,106437,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,1
38,Private,455379,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,63,United-States,1
46,Private,394860,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
38,Private,28738,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
23,Private,112854,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,35,United-States,0
38,Local-gov,338611,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
57,Private,289605,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,1617,35,United-States,0
27,Private,167405,HS-grad,9,Married-spouse-absent,Farming-fishing,Own-child,White,Female,0,0,40,Mexico,0
18,Private,294253,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,27,United-States,0
58,Private,216941,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
25,State-gov,154610,Bachelors,13,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,0,1719,15,United-States,0
33,Private,199227,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
52,Self-emp-not-inc,240013,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,0
32,Local-gov,210973,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
24,Private,81145,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0
57,Private,167483,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,0
25,Local-gov,170070,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1
27,Private,133937,Masters,14,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
21,?,520231,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
28,Private,192932,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
42,Private,208584,Assoc-acdm,12,Separated,Sales,Not-in-family,Black,Female,0,0,40,United-States,0
22,Private,100235,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
54,Local-gov,180427,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
59,State-gov,202682,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
45,Private,157980,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,0
52,Private,253784,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,20,United-States,0
41,Private,223934,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0
29,Local-gov,158703,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
58,Private,194733,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
35,?,103710,Bachelors,13,Divorced,?,Unmarried,White,Female,0,0,16,?,0
34,Private,37284,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
28,Local-gov,91670,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,0
25,Private,112835,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
47,Self-emp-not-inc,242391,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1
44,Private,164043,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
43,Private,154568,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,1
51,Private,386773,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,1
29,Private,178469,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
17,Private,342752,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
38,Private,24126,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
19,Private,150553,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,18,Philippines,0
75,Self-emp-not-inc,343631,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,15,United-States,0
47,Private,57534,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
24,State-gov,61737,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
26,Private,229613,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
42,Local-gov,46094,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,33,United-States,0
35,Private,161141,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
63,?,424591,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
24,Private,216129,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
35,Private,101709,HS-grad,9,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,60,United-States,0
39,Private,191502,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
42,Private,366180,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
44,Private,324311,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,32,Mexico,0
36,Private,180859,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,0
53,Local-gov,294547,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,48,United-States,0
56,Private,208640,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
56,?,154537,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,50,United-States,1
26,Private,192506,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,0
38,Private,130813,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,0
36,Federal-gov,67317,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
47,Self-emp-not-inc,265097,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,1
48,Federal-gov,113612,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
26,Private,248220,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
29,Private,185386,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,42,Mexico,0
38,Private,154410,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,Poland,0
25,Private,231714,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
61,Local-gov,153408,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
58,Private,277203,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,0
55,Self-emp-not-inc,183580,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0
26,Private,216819,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
53,State-gov,153486,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
51,Private,173987,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
28,Private,268726,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,0
59,Private,231377,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,45,United-States,1
81,Private,39895,7th-8th,4,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,0
29,Private,319998,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
35,Private,169037,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,48,United-States,0
46,?,177305,Assoc-voc,11,Married-civ-spouse,?,Wife,Black,Female,0,0,35,United-States,1
43,Private,288829,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,42,United-States,1
34,Private,231238,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
30,Private,366065,Some-college,10,Never-married,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,0
21,Private,303187,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,0
23,Private,240398,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,15,United-States,0
28,Federal-gov,183445,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,70,Puerto-Rico,0
30,Private,35644,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,0
66,Self-emp-not-inc,212456,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,0
25,Private,224203,11th,7,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,0
62,Private,110586,Some-college,10,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,40,United-States,0
27,Private,171356,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
35,Private,189916,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,1
35,Private,193241,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,0
48,Self-emp-inc,191277,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
41,Private,105616,Some-college,10,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,48,United-States,0
37,Private,758700,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3781,0,50,Mexico,0
34,Private,215857,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,Mexico,0
17,Private,187308,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0
35,Federal-gov,112008,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Germany,0
64,Self-emp-inc,119182,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Greece,0
69,Private,36956,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,50,United-States,1
30,Private,144064,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,62,United-States,0
29,Private,222249,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
26,Private,292353,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,United-States,0
27,Private,106562,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1
52,Private,31533,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
30,Private,104052,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,0
26,?,39640,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,60,United-States,0
35,Self-emp-inc,340110,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
17,Private,112291,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,0
62,?,103575,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,5178,0,40,United-States,1
46,Private,195833,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,?,0
46,Private,155659,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,1
41,Private,156566,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
51,Private,144284,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
55,Private,80167,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
30,Private,180317,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
41,Self-emp-inc,64506,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
39,Local-gov,267893,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,7298,0,40,United-States,1
54,State-gov,44172,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,0
23,Private,117618,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,0
37,Private,159383,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0
23,Federal-gov,216853,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,25,United-States,0
28,State-gov,190525,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
43,Private,83756,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,0
45,Private,266860,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
26,Private,132572,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
28,Private,198493,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
44,Private,260046,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
38,Private,33001,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
38,Private,383239,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,1
43,Self-emp-not-inc,207578,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,1
31,State-gov,255830,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,45,United-States,0
